batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,elements_matrix,elements_kernel,hashkey
51,126,7,69,28,2,0,1,0,15876,49,"[51,126,7,69,28,2,0,1,0,15876,49]"
28,346,2,19,15,4,1,0,0,119716,4,"[28,346,2,19,15,4,1,0,0,119716,4]"
61,72,6,109,1,1,0,0,1,5184,36,"[61,72,6,109,1,1,0,0,1,5184,36]"
37,373,6,5,8,3,1,0,1,139129,36,"[37,373,6,5,8,3,1,0,1,139129,36]"
29,460,5,19,12,1,0,0,1,211600,25,"[29,460,5,19,12,1,0,0,1,211600,25]"
35,273,2,20,17,3,1,1,1,74529,4,"[35,273,2,20,17,3,1,1,1,74529,4]"
27,76,4,9,68,1,0,0,0,5776,16,"[27,76,4,9,68,1,0,0,0,5776,16]"
14,476,5,19,4,3,1,1,1,226576,25,"[14,476,5,19,4,3,1,1,1,226576,25]"
51,93,1,7,106,4,1,0,1,8649,1,"[51,93,1,7,106,4,1,0,1,8649,1]"
48,96,3,25,65,4,0,1,0,9216,9,"[48,96,3,25,65,4,0,1,0,9216,9]"
55,78,5,102,76,3,0,1,0,6084,25,"[55,78,5,102,76,3,0,1,0,6084,25]"
59,141,3,34,57,3,0,0,0,19881,9,"[59,141,3,34,57,3,0,0,0,19881,9]"
34,32,2,111,119,2,0,0,0,1024,4,"[34,32,2,111,119,2,0,0,0,1024,4]"
63,410,5,3,7,4,1,0,0,168100,25,"[63,410,5,3,7,4,1,0,0,168100,25]"
11,175,3,28,18,4,1,0,0,30625,9,"[11,175,3,28,18,4,1,0,0,30625,9]"
15,165,5,50,42,3,0,0,1,27225,25,"[15,165,5,50,42,3,0,0,1,27225,25]"
14,256,6,28,2,3,0,0,1,65536,36,"[14,256,6,28,2,3,0,0,1,65536,36]"
35,254,6,5,5,4,1,0,0,64516,36,"[35,254,6,5,5,4,1,0,0,64516,36]"
45,388,3,2,2,4,0,0,1,150544,9,"[45,388,3,2,2,4,0,0,1,150544,9]"
54,305,4,25,28,1,0,0,0,93025,16,"[54,305,4,25,28,1,0,0,0,93025,16]"
38,27,7,157,114,4,1,0,0,729,49,"[38,27,7,157,114,4,1,0,0,729,49]"
59,91,4,47,35,1,1,0,0,8281,16,"[59,91,4,47,35,1,1,0,0,8281,16]"
38,233,2,9,24,4,1,0,1,54289,4,"[38,233,2,9,24,4,1,0,1,54289,4]"
16,26,4,180,195,3,1,0,1,676,16,"[16,26,4,180,195,3,1,0,1,676,16]"
4,221,2,5,21,2,0,0,1,48841,4,"[4,221,2,5,21,2,0,0,1,48841,4]"
5,387,1,23,1,2,1,1,0,149769,1,"[5,387,1,23,1,2,1,1,0,149769,1]"
29,221,1,31,36,2,0,1,0,48841,1,"[29,221,1,31,36,2,0,1,0,48841,1]"
34,432,6,14,13,1,0,0,1,186624,36,"[34,432,6,14,13,1,0,0,1,186624,36]"
9,292,7,20,12,2,0,1,1,85264,49,"[9,292,7,20,12,2,0,1,1,85264,49]"
32,112,1,82,15,4,0,1,1,12544,1,"[32,112,1,82,15,4,0,1,1,12544,1]"
49,452,2,16,6,2,1,0,1,204304,4,"[49,452,2,16,6,2,1,0,1,204304,4]"
47,52,2,135,54,3,0,0,1,2704,4,"[47,52,2,135,54,3,0,0,1,2704,4]"
3,123,1,40,62,2,0,1,1,15129,1,"[3,123,1,40,62,2,0,1,1,15129,1]"
24,184,5,36,12,2,0,1,0,33856,25,"[24,184,5,36,12,2,0,1,0,33856,25]"
29,219,3,33,34,4,1,1,1,47961,9,"[29,219,3,33,34,4,1,1,1,47961,9]"
58,241,3,12,4,2,0,0,0,58081,9,"[58,241,3,12,4,2,0,0,0,58081,9]"
48,460,1,13,12,2,1,0,0,211600,1,"[48,460,1,13,12,2,1,0,0,211600,1]"
59,421,6,17,21,3,0,1,1,177241,36,"[59,421,6,17,21,3,0,1,1,177241,36]"
15,170,4,40,42,2,1,0,0,28900,16,"[15,170,4,40,42,2,1,0,0,28900,16]"
39,439,5,9,1,2,0,1,1,192721,25,"[39,439,5,9,1,2,0,1,1,192721,25]"
34,500,7,17,19,1,0,1,0,250000,49,"[34,500,7,17,19,1,0,1,0,250000,49]"
55,100,1,11,2,2,0,1,1,10000,1,"[55,100,1,11,2,2,0,1,1,10000,1]"
29,295,6,29,1,4,0,0,1,87025,36,"[29,295,6,29,1,4,0,0,1,87025,36]"
2,336,3,28,23,2,0,1,0,112896,9,"[2,336,3,28,23,2,0,1,0,112896,9]"
61,33,4,54,191,4,1,1,1,1089,16,"[61,33,4,54,191,4,1,1,1,1089,16]"
33,458,5,10,15,3,1,1,0,209764,25,"[33,458,5,10,15,3,1,1,0,209764,25]"
26,93,1,102,58,1,1,0,1,8649,1,"[26,93,1,102,58,1,1,0,1,8649,1]"
45,31,2,26,114,2,1,0,0,961,4,"[45,31,2,26,114,2,1,0,0,961,4]"
26,124,2,76,25,4,1,0,1,15376,4,"[26,124,2,76,25,4,1,0,1,15376,4]"
56,343,7,3,15,4,1,1,0,117649,49,"[56,343,7,3,15,4,1,1,0,117649,49]"
59,334,2,2,13,2,1,0,1,111556,4,"[59,334,2,2,13,2,1,0,1,111556,4]"
16,208,1,32,31,3,1,0,0,43264,1,"[16,208,1,32,31,3,1,0,0,43264,1]"
60,219,3,14,34,3,0,1,0,47961,9,"[60,219,3,14,34,3,0,1,0,47961,9]"
14,472,6,5,19,4,0,0,1,222784,36,"[14,472,6,5,19,4,0,0,1,222784,36]"
14,473,5,13,11,4,0,1,1,223729,25,"[14,473,5,13,11,4,0,1,1,223729,25]"
4,340,6,13,22,3,0,1,0,115600,36,"[4,340,6,13,22,3,0,1,0,115600,36]"
47,73,1,57,90,3,1,0,1,5329,1,"[47,73,1,57,90,3,1,0,1,5329,1]"
41,113,3,60,28,4,1,1,0,12769,9,"[41,113,3,60,28,4,1,1,0,12769,9]"
50,293,6,11,23,2,1,1,0,85849,36,"[50,293,6,11,23,2,1,1,0,85849,36]"
15,221,7,11,31,3,0,0,1,48841,49,"[15,221,7,11,31,3,0,0,1,48841,49]"
4,473,4,8,8,4,0,0,1,223729,16,"[4,473,4,8,8,4,0,0,1,223729,16]"
11,392,4,20,6,3,1,0,1,153664,16,"[11,392,4,20,6,3,1,0,1,153664,16]"
16,117,3,8,59,1,1,0,1,13689,9,"[16,117,3,8,59,1,1,0,1,13689,9]"
17,470,6,18,6,2,0,1,1,220900,36,"[17,470,6,18,6,2,0,1,1,220900,36]"
18,135,3,56,44,3,0,0,1,18225,9,"[18,135,3,56,44,3,0,0,1,18225,9]"
59,419,2,14,17,1,0,1,1,175561,4,"[59,419,2,14,17,1,0,1,1,175561,4]"
15,146,5,32,24,2,1,0,1,21316,25,"[15,146,5,32,24,2,1,0,1,21316,25]"
26,276,6,4,2,1,1,1,0,76176,36,"[26,276,6,4,2,1,1,1,0,76176,36]"
15,300,6,20,9,3,1,0,0,90000,36,"[15,300,6,20,9,3,1,0,0,90000,36]"
22,388,1,22,17,4,0,0,0,150544,1,"[22,388,1,22,17,4,0,0,0,150544,1]"
10,71,7,16,97,1,0,1,0,5041,49,"[10,71,7,16,97,1,0,1,0,5041,49]"
41,166,2,29,28,1,0,1,0,27556,4,"[41,166,2,29,28,1,0,1,0,27556,4]"
21,136,6,64,53,3,0,0,0,18496,36,"[21,136,6,64,53,3,0,0,0,18496,36]"
63,135,1,30,25,4,1,0,0,18225,1,"[63,135,1,30,25,4,1,0,0,18225,1]"
60,79,4,124,80,4,0,1,1,6241,16,"[60,79,4,124,80,4,0,1,1,6241,16]"
19,375,2,12,7,4,1,0,0,140625,4,"[19,375,2,12,7,4,1,0,0,140625,4]"
38,132,6,39,74,3,1,1,0,17424,36,"[38,132,6,39,74,3,1,1,0,17424,36]"
60,296,1,22,21,2,0,0,0,87616,1,"[60,296,1,22,21,2,0,0,0,87616,1]"
59,318,2,14,18,4,0,1,1,101124,4,"[59,318,2,14,18,4,0,1,1,101124,4]"
29,238,6,13,25,4,0,0,1,56644,36,"[29,238,6,13,25,4,0,0,1,56644,36]"
29,482,4,2,7,3,0,1,0,232324,16,"[29,482,4,2,7,3,0,1,0,232324,16]"
43,472,3,4,3,1,0,0,1,222784,9,"[43,472,3,4,3,1,0,0,1,222784,9]"
49,240,3,26,20,1,1,0,0,57600,9,"[49,240,3,26,20,1,1,0,0,57600,9]"
35,144,4,12,20,2,1,1,1,20736,16,"[35,144,4,12,20,2,1,1,1,20736,16]"
22,251,3,12,37,3,0,0,1,63001,9,"[22,251,3,12,37,3,0,0,1,63001,9]"
31,169,5,28,12,4,0,1,0,28561,25,"[31,169,5,28,12,4,0,1,0,28561,25]"
11,330,1,21,28,4,0,0,0,108900,1,"[11,330,1,21,28,4,0,0,0,108900,1]"
31,250,3,19,26,3,1,1,0,62500,9,"[31,250,3,19,26,3,1,1,0,62500,9]"
58,133,3,16,72,2,0,1,1,17689,9,"[58,133,3,16,72,2,0,1,1,17689,9]"
60,468,7,11,14,3,1,1,0,219024,49,"[60,468,7,11,14,3,1,1,0,219024,49]"
23,312,7,30,4,3,1,0,0,97344,49,"[23,312,7,30,4,3,1,0,0,97344,49]"
1,463,5,5,3,4,0,1,1,214369,25,"[1,463,5,5,3,4,0,1,1,214369,25]"
34,423,3,22,11,4,1,1,0,178929,9,"[34,423,3,22,11,4,1,1,0,178929,9]"
43,79,5,7,119,4,1,0,1,6241,25,"[43,79,5,7,119,4,1,0,1,6241,25]"
63,206,2,6,39,1,1,0,1,42436,4,"[63,206,2,6,39,1,1,0,1,42436,4]"
49,113,2,29,67,2,1,0,0,12769,4,"[49,113,2,29,67,2,1,0,0,12769,4]"
14,319,7,23,12,4,0,0,1,101761,49,"[14,319,7,23,12,4,0,0,1,101761,49]"
4,409,4,18,7,1,1,0,0,167281,16,"[4,409,4,18,7,1,1,0,0,167281,16]"
8,73,5,95,19,4,0,1,1,5329,25,"[8,73,5,95,19,4,0,1,1,5329,25]"
52,202,7,29,15,4,1,0,1,40804,49,"[52,202,7,29,15,4,1,0,1,40804,49]"
48,105,2,13,19,2,1,1,0,11025,4,"[48,105,2,13,19,2,1,1,0,11025,4]"
50,245,7,26,35,1,1,0,1,60025,49,"[50,245,7,26,35,1,1,0,1,60025,49]"
54,435,7,17,16,4,1,0,0,189225,49,"[54,435,7,17,16,4,1,0,0,189225,49]"
21,470,1,20,20,4,0,1,1,220900,1,"[21,470,1,20,20,4,0,1,1,220900,1]"
54,233,7,11,33,1,0,0,1,54289,49,"[54,233,7,11,33,1,0,0,1,54289,49]"
15,88,5,7,3,2,1,0,0,7744,25,"[15,88,5,7,3,2,1,0,0,7744,25]"
7,246,4,12,4,1,0,1,0,60516,16,"[7,246,4,12,4,1,0,1,0,60516,16]"
44,445,1,13,19,3,1,0,0,198025,1,"[44,445,1,13,19,3,1,0,0,198025,1]"
43,102,4,27,39,2,0,1,1,10404,16,"[43,102,4,27,39,2,0,1,1,10404,16]"
43,508,6,8,16,4,1,1,1,258064,36,"[43,508,6,8,16,4,1,1,1,258064,36]"
38,453,5,7,4,2,0,1,0,205209,25,"[38,453,5,7,4,2,0,1,0,205209,25]"
20,196,5,8,45,2,1,1,1,38416,25,"[20,196,5,8,45,2,1,1,1,38416,25]"
50,224,2,41,6,3,1,1,0,50176,4,"[50,224,2,41,6,3,1,1,0,50176,4]"
47,123,5,37,20,4,0,1,0,15129,25,"[47,123,5,37,20,4,0,1,0,15129,25]"
43,193,3,25,15,4,0,0,0,37249,9,"[43,193,3,25,15,4,0,0,0,37249,9]"
15,228,2,42,24,3,0,1,0,51984,4,"[15,228,2,42,24,3,0,1,0,51984,4]"
4,503,2,15,9,2,1,0,0,253009,4,"[4,503,2,15,9,2,1,0,0,253009,4]"
59,485,3,16,16,3,1,0,1,235225,9,"[59,485,3,16,16,3,1,0,1,235225,9]"
30,133,6,40,51,4,0,1,1,17689,36,"[30,133,6,40,51,4,0,1,1,17689,36]"
31,480,1,2,15,1,0,0,0,230400,1,"[31,480,1,2,15,1,0,0,0,230400,1]"
51,109,4,3,62,3,0,0,0,11881,16,"[51,109,4,3,62,3,0,0,0,11881,16]"
1,139,7,2,13,1,0,0,0,19321,49,"[1,139,7,2,13,1,0,0,0,19321,49]"
41,326,1,22,24,3,1,0,0,106276,1,"[41,326,1,22,24,3,1,0,0,106276,1]"
42,81,7,29,29,2,0,1,0,6561,49,"[42,81,7,29,29,2,0,1,0,6561,49]"
60,34,2,15,23,4,0,1,1,1156,4,"[60,34,2,15,23,4,0,1,1,1156,4]"
25,323,3,16,28,3,1,1,1,104329,9,"[25,323,3,16,28,3,1,1,1,104329,9]"
38,150,2,3,65,2,1,1,0,22500,4,"[38,150,2,3,65,2,1,1,0,22500,4]"
24,90,2,23,20,1,0,1,0,8100,4,"[24,90,2,23,20,1,0,1,0,8100,4]"
60,140,7,38,67,3,0,0,1,19600,49,"[60,140,7,38,67,3,0,0,1,19600,49]"
42,355,5,25,18,3,1,0,0,126025,25,"[42,355,5,25,18,3,1,0,0,126025,25]"
58,326,6,26,20,1,1,0,1,106276,36,"[58,326,6,26,20,1,1,0,1,106276,36]"
26,82,4,109,40,2,0,1,0,6724,16,"[26,82,4,109,40,2,0,1,0,6724,16]"
18,471,4,18,11,2,0,1,1,221841,16,"[18,471,4,18,11,2,0,1,1,221841,16]"
43,36,6,43,90,1,1,0,1,1296,36,"[43,36,6,43,90,1,1,0,1,1296,36]"
31,336,5,3,5,1,1,0,1,112896,25,"[31,336,5,3,5,1,1,0,1,112896,25]"
38,307,4,15,18,4,1,1,1,94249,16,"[38,307,4,15,18,4,1,1,1,94249,16]"
46,126,4,35,30,2,1,0,0,15876,16,"[46,126,4,35,30,2,1,0,0,15876,16]"
43,115,5,50,49,2,1,1,0,13225,25,"[43,115,5,50,49,2,1,1,0,13225,25]"
28,433,5,16,10,3,0,0,1,187489,25,"[28,433,5,16,10,3,0,0,1,187489,25]"
1,329,2,10,8,4,1,0,0,108241,4,"[1,329,2,10,8,4,1,0,0,108241,4]"
44,23,1,352,71,2,0,1,1,529,1,"[44,23,1,352,71,2,0,1,1,529,1]"
13,224,4,27,15,2,0,0,0,50176,16,"[13,224,4,27,15,2,0,0,0,50176,16]"
30,238,1,21,41,2,1,0,1,56644,1,"[30,238,1,21,41,2,1,0,1,56644,1]"
33,496,4,18,7,1,0,0,1,246016,16,"[33,496,4,18,7,1,0,0,1,246016,16]"
30,232,2,33,20,1,0,1,0,53824,4,"[30,232,2,33,20,1,0,1,0,53824,4]"
33,214,3,44,45,4,1,1,1,45796,9,"[33,214,3,44,45,4,1,1,1,45796,9]"
35,207,3,7,45,3,0,0,1,42849,9,"[35,207,3,7,45,3,0,0,1,42849,9]"
2,424,7,14,3,3,0,1,0,179776,49,"[2,424,7,14,3,3,0,1,0,179776,49]"
7,497,4,19,5,4,0,0,1,247009,16,"[7,497,4,19,5,4,0,0,1,247009,16]"
2,454,5,1,2,2,0,0,0,206116,25,"[2,454,5,1,2,2,0,0,0,206116,25]"
14,398,2,19,17,1,0,0,0,158404,4,"[14,398,2,19,17,1,0,0,0,158404,4]"
36,20,3,262,445,3,0,1,1,400,9,"[36,20,3,262,445,3,0,1,1,400,9]"
63,147,1,51,43,4,0,0,0,21609,1,"[63,147,1,51,43,4,0,0,0,21609,1]"
38,439,3,17,11,3,0,1,1,192721,9,"[38,439,3,17,11,3,0,1,1,192721,9]"
61,391,1,17,7,2,1,1,1,152881,1,"[61,391,1,17,7,2,1,1,1,152881,1]"
41,508,3,10,12,4,0,0,0,258064,9,"[41,508,3,10,12,4,0,0,0,258064,9]"
8,373,4,23,4,2,0,1,1,139129,16,"[8,373,4,23,4,2,0,1,1,139129,16]"
58,438,4,18,17,3,1,1,1,191844,16,"[58,438,4,18,17,3,1,1,1,191844,16]"
30,16,3,512,2,1,0,0,1,256,9,"[30,16,3,512,2,1,0,0,1,256,9]"
34,65,6,145,91,1,1,0,0,4225,36,"[34,65,6,145,91,1,1,0,0,4225,36]"
50,41,6,150,165,4,1,0,0,1681,36,"[50,41,6,150,165,4,1,0,0,1681,36]"
54,423,5,2,7,1,0,1,0,178929,25,"[54,423,5,2,7,1,0,1,0,178929,25]"
52,222,5,27,12,4,1,0,1,49284,25,"[52,222,5,27,12,4,1,0,1,49284,25]"
24,443,5,8,18,3,1,1,1,196249,25,"[24,443,5,8,18,3,1,1,1,196249,25]"
55,62,1,52,60,1,0,1,1,3844,1,"[55,62,1,52,60,1,0,1,1,3844,1]"
29,310,3,7,25,2,1,1,1,96100,9,"[29,310,3,7,25,2,1,1,1,96100,9]"
63,119,1,57,20,4,1,1,0,14161,1,"[63,119,1,57,20,4,1,1,0,14161,1]"
1,413,3,20,15,4,0,1,1,170569,9,"[1,413,3,20,15,4,0,1,1,170569,9]"
11,181,2,6,26,4,0,1,1,32761,4,"[11,181,2,6,26,4,0,1,1,32761,4]"
51,414,5,17,2,4,1,1,0,171396,25,"[51,414,5,17,2,4,1,1,0,171396,25]"
22,88,2,109,96,4,1,1,0,7744,4,"[22,88,2,109,96,4,1,1,0,7744,4]"
63,244,4,23,22,4,0,1,1,59536,16,"[63,244,4,23,22,4,0,1,1,59536,16]"
18,479,4,6,1,4,1,1,0,229441,16,"[18,479,4,6,1,4,1,1,0,229441,16]"
7,144,1,68,64,2,1,0,1,20736,1,"[7,144,1,68,64,2,1,0,1,20736,1]"
34,189,3,17,23,2,0,1,0,35721,9,"[34,189,3,17,23,2,0,1,0,35721,9]"
39,432,7,13,7,4,1,0,1,186624,49,"[39,432,7,13,7,4,1,0,1,186624,49]"
41,194,7,7,1,4,0,0,1,37636,49,"[41,194,7,7,1,4,0,0,1,37636,49]"
36,266,6,3,31,2,1,0,1,70756,36,"[36,266,6,3,31,2,1,0,1,70756,36]"
25,287,1,23,26,2,1,1,1,82369,1,"[25,287,1,23,26,2,1,1,1,82369,1]"
5,254,2,37,36,2,1,0,1,64516,4,"[5,254,2,37,36,2,1,0,1,64516,4]"
15,257,1,36,24,2,0,1,1,66049,1,"[15,257,1,36,24,2,0,1,1,66049,1]"
19,181,7,25,19,4,0,1,1,32761,49,"[19,181,7,25,19,4,0,1,1,32761,49]"
15,76,6,39,69,4,0,1,0,5776,36,"[15,76,6,39,69,4,0,1,0,5776,36]"
13,293,3,13,12,1,1,0,1,85849,9,"[13,293,3,13,12,1,1,0,1,85849,9]"
27,509,1,4,6,4,1,1,1,259081,1,"[27,509,1,4,6,4,1,1,1,259081,1]"
10,263,2,3,23,3,1,1,1,69169,4,"[10,263,2,3,23,3,1,1,1,69169,4]"
47,512,4,16,3,4,1,1,1,262144,16,"[47,512,4,16,3,4,1,1,1,262144,16]"
15,258,7,32,18,2,0,1,0,66564,49,"[15,258,7,32,18,2,0,1,0,66564,49]"
20,435,2,21,1,3,1,1,1,189225,4,"[20,435,2,21,1,3,1,1,1,189225,4]"
61,499,6,1,1,1,1,0,1,249001,36,"[61,499,6,1,1,1,1,0,1,249001,36]"
14,173,3,56,34,2,0,1,1,29929,9,"[14,173,3,56,34,2,0,1,1,29929,9]"
46,80,6,42,112,3,1,1,0,6400,36,"[46,80,6,42,112,3,1,1,0,6400,36]"
55,158,3,49,8,3,0,0,0,24964,9,"[55,158,3,49,8,3,0,0,0,24964,9]"
63,413,7,23,1,2,0,1,1,170569,49,"[63,413,7,23,1,2,0,1,1,170569,49]"
36,378,5,20,4,2,1,1,0,142884,25,"[36,378,5,20,4,2,1,1,0,142884,25]"
25,98,4,39,65,4,1,0,0,9604,16,"[25,98,4,39,65,4,1,0,0,9604,16]"
30,329,7,5,1,2,1,0,1,108241,49,"[30,329,7,5,1,2,1,0,1,108241,49]"
37,9,4,378,366,2,1,0,1,81,16,"[37,9,4,378,366,2,1,0,1,81,16]"
34,174,7,56,3,2,1,1,1,30276,49,"[34,174,7,56,3,2,1,1,1,30276,49]"
47,474,6,2,19,4,1,1,1,224676,36,"[47,474,6,2,19,4,1,1,1,224676,36]"
60,96,7,70,7,2,0,1,1,9216,49,"[60,96,7,70,7,2,0,1,1,9216,49]"
42,59,6,58,67,4,0,1,0,3481,36,"[42,59,6,58,67,4,0,1,0,3481,36]"
30,444,3,12,5,3,0,0,0,197136,9,"[30,444,3,12,5,3,0,0,0,197136,9]"
53,219,2,35,8,4,1,0,0,47961,4,"[53,219,2,35,8,4,1,0,0,47961,4]"
58,216,6,12,24,1,0,1,0,46656,36,"[58,216,6,12,24,1,0,1,0,46656,36]"
33,418,7,19,2,1,0,1,0,174724,49,"[33,418,7,19,2,1,0,1,0,174724,49]"
20,355,2,27,5,2,1,0,0,126025,4,"[20,355,2,27,5,2,1,0,0,126025,4]"
3,31,4,82,68,2,1,0,1,961,16,"[3,31,4,82,68,2,1,0,1,961,16]"
21,52,3,155,138,2,1,0,0,2704,9,"[21,52,3,155,138,2,1,0,0,2704,9]"
15,146,1,13,51,4,1,0,0,21316,1,"[15,146,1,13,51,4,1,0,0,21316,1]"
38,282,6,10,13,4,1,1,1,79524,36,"[38,282,6,10,13,4,1,1,1,79524,36]"
47,317,5,1,26,2,1,0,1,100489,25,"[47,317,5,1,26,2,1,0,1,100489,25]"
51,295,5,16,6,3,1,0,0,87025,25,"[51,295,5,16,6,3,1,0,0,87025,25]"
16,282,1,20,8,2,1,1,0,79524,1,"[16,282,1,20,8,2,1,1,0,79524,1]"
13,476,7,18,2,4,0,1,1,226576,49,"[13,476,7,18,2,4,0,1,1,226576,49]"
35,336,4,25,9,1,1,0,0,112896,16,"[35,336,4,25,9,1,1,0,0,112896,16]"
6,168,6,45,29,4,0,0,0,28224,36,"[6,168,6,45,29,4,0,0,0,28224,36]"
62,21,3,102,235,2,1,0,0,441,9,"[62,21,3,102,235,2,1,0,0,441,9]"
9,131,3,1,43,3,1,1,0,17161,9,"[9,131,3,1,43,3,1,1,0,17161,9]"
22,484,3,19,10,1,1,0,1,234256,9,"[22,484,3,19,10,1,1,0,1,234256,9]"
31,372,1,9,25,3,0,1,1,138384,1,"[31,372,1,9,25,3,0,1,1,138384,1]"
19,326,4,25,6,1,1,1,1,106276,16,"[19,326,4,25,6,1,1,1,1,106276,16]"
20,447,2,17,1,4,1,0,1,199809,4,"[20,447,2,17,1,4,1,0,1,199809,4]"
53,274,7,12,31,4,1,1,0,75076,49,"[53,274,7,12,31,4,1,1,0,75076,49]"
14,456,5,17,19,3,1,1,0,207936,25,"[14,456,5,17,19,3,1,1,0,207936,25]"
36,491,7,10,11,3,0,1,1,241081,49,"[36,491,7,10,11,3,0,1,1,241081,49]"
47,148,2,57,65,3,1,1,1,21904,4,"[47,148,2,57,65,3,1,1,1,21904,4]"
42,355,7,7,16,4,0,0,0,126025,49,"[42,355,7,7,16,4,0,0,0,126025,49]"
10,99,1,2,74,4,0,0,0,9801,1,"[10,99,1,2,74,4,0,0,0,9801,1]"
53,128,1,62,7,1,0,1,0,16384,1,"[53,128,1,62,7,1,0,1,0,16384,1]"
32,123,2,64,34,3,1,0,0,15129,4,"[32,123,2,64,34,3,1,0,0,15129,4]"
40,205,3,47,10,2,1,1,1,42025,9,"[40,205,3,47,10,2,1,1,1,42025,9]"
24,148,5,59,4,3,0,0,1,21904,25,"[24,148,5,59,4,3,0,0,1,21904,25]"
37,26,1,253,281,2,1,1,1,676,1,"[37,26,1,253,281,2,1,1,1,676,1]"
12,362,4,6,20,1,0,0,1,131044,16,"[12,362,4,6,20,1,0,0,1,131044,16]"
49,266,3,12,25,3,1,0,1,70756,9,"[49,266,3,12,25,3,1,0,1,70756,9]"
43,456,1,18,4,3,0,1,0,207936,1,"[43,456,1,18,4,3,0,1,0,207936,1]"
14,442,1,16,10,1,0,0,0,195364,1,"[14,442,1,16,10,1,0,0,0,195364,1]"
40,180,6,36,43,1,0,1,1,32400,36,"[40,180,6,36,43,1,0,1,1,32400,36]"
32,428,2,7,11,3,1,1,1,183184,4,"[32,428,2,7,11,3,1,1,1,183184,4]"
40,421,6,11,2,1,0,1,0,177241,36,"[40,421,6,11,2,1,0,1,0,177241,36]"
46,33,4,43,156,1,1,1,0,1089,16,"[46,33,4,43,156,1,1,1,0,1089,16]"
32,509,2,13,18,2,1,1,1,259081,4,"[32,509,2,13,18,2,1,1,1,259081,4]"
27,233,6,24,22,1,0,0,0,54289,36,"[27,233,6,24,22,1,0,0,0,54289,36]"
59,158,2,4,28,3,1,0,1,24964,4,"[59,158,2,4,28,3,1,0,1,24964,4]"
9,83,4,63,87,3,0,1,1,6889,16,"[9,83,4,63,87,3,0,1,1,6889,16]"
20,235,1,1,1,3,1,1,1,55225,1,"[20,235,1,1,1,3,1,1,1,55225,1]"
62,362,6,19,11,3,1,1,0,131044,36,"[62,362,6,19,11,3,1,1,0,131044,36]"
21,397,4,5,22,2,1,0,1,157609,16,"[21,397,4,5,22,2,1,0,1,157609,16]"
31,491,7,17,9,1,0,0,1,241081,49,"[31,491,7,17,9,1,0,0,1,241081,49]"
60,54,5,115,101,4,0,0,1,2916,25,"[60,54,5,115,101,4,0,0,1,2916,25]"
33,336,3,12,2,4,1,0,0,112896,9,"[33,336,3,12,2,4,1,0,0,112896,9]"
47,127,5,72,35,1,0,1,1,16129,25,"[47,127,5,72,35,1,0,1,1,16129,25]"
53,365,3,18,18,2,0,1,1,133225,9,"[53,365,3,18,18,2,0,1,1,133225,9]"
45,511,5,3,13,1,0,1,0,261121,25,"[45,511,5,3,13,1,0,1,0,261121,25]"
33,237,5,27,22,3,1,0,0,56169,25,"[33,237,5,27,22,3,1,0,0,56169,25]"
9,437,6,5,19,2,1,1,0,190969,36,"[9,437,6,5,19,2,1,1,0,190969,36]"
25,363,3,10,12,2,0,0,1,131769,9,"[25,363,3,10,12,2,0,0,1,131769,9]"
46,371,2,24,18,4,0,1,0,137641,4,"[46,371,2,24,18,4,0,1,0,137641,4]"
31,307,3,8,17,2,1,1,1,94249,9,"[31,307,3,8,17,2,1,1,1,94249,9]"
49,167,5,19,19,2,1,1,1,27889,25,"[49,167,5,19,19,2,1,1,1,27889,25]"
43,509,4,8,18,3,0,1,0,259081,16,"[43,509,4,8,18,3,0,1,0,259081,16]"
39,316,1,17,10,2,0,0,1,99856,1,"[39,316,1,17,10,2,0,0,1,99856,1]"
33,52,5,130,184,4,1,1,0,2704,25,"[33,52,5,130,184,4,1,1,0,2704,25]"
53,88,4,35,52,4,1,1,0,7744,16,"[53,88,4,35,52,4,1,1,0,7744,16]"
41,357,4,23,15,2,1,0,1,127449,16,"[41,357,4,23,15,2,1,0,1,127449,16]"
19,51,1,66,105,1,0,1,1,2601,1,"[19,51,1,66,105,1,0,1,1,2601,1]"
38,171,3,13,27,4,1,1,0,29241,9,"[38,171,3,13,27,4,1,1,0,29241,9]"
11,155,5,22,16,1,1,0,1,24025,25,"[11,155,5,22,16,1,1,0,1,24025,25]"
42,164,4,49,49,3,0,0,1,26896,16,"[42,164,4,49,49,3,0,0,1,26896,16]"
25,202,7,36,44,2,0,1,1,40804,49,"[25,202,7,36,44,2,0,1,1,40804,49]"
61,496,5,5,2,3,0,0,1,246016,25,"[61,496,5,5,2,3,0,0,1,246016,25]"
64,480,5,9,1,1,0,1,1,230400,25,"[64,480,5,9,1,1,0,1,1,230400,25]"
53,17,3,405,258,1,1,1,1,289,9,"[53,17,3,405,258,1,1,1,1,289,9]"
27,89,2,86,80,2,0,0,1,7921,4,"[27,89,2,86,80,2,0,0,1,7921,4]"
48,251,6,10,32,3,0,1,0,63001,36,"[48,251,6,10,32,3,0,1,0,63001,36]"
31,422,5,6,21,4,1,1,1,178084,25,"[31,422,5,6,21,4,1,1,1,178084,25]"
52,71,7,88,88,3,1,1,0,5041,49,"[52,71,7,88,88,3,1,1,0,5041,49]"
52,282,1,12,19,2,1,1,0,79524,1,"[52,282,1,12,19,2,1,1,0,79524,1]"
