batchsize,matsize,channels_in,poolsize,strides,padding,elements_matrix,hashkey
11,437,16,7,3,0,190969,"[11,437,16,7,3,0,190969]"
9,192,48,1,2,0,36864,"[9,192,48,1,2,0,36864]"
49,76,84,6,2,0,5776,"[49,76,84,6,2,0,5776]"
13,295,28,5,1,1,87025,"[13,295,28,5,1,1,87025]"
19,299,2,7,4,0,89401,"[19,299,2,7,4,0,89401]"
55,52,186,3,1,1,2704,"[55,52,186,3,1,1,2704]"
48,45,106,1,4,0,2025,"[48,45,106,1,4,0,2025]"
38,37,173,3,3,1,1369,"[38,37,173,3,3,1,1369]"
48,191,39,6,1,0,36481,"[48,191,39,6,1,0,36481]"
7,440,10,5,1,0,193600,"[7,440,10,5,1,0,193600]"
62,83,47,4,1,1,6889,"[62,83,47,4,1,1,6889]"
50,402,13,2,2,0,161604,"[50,402,13,2,2,0,161604]"
9,279,27,4,3,1,77841,"[9,279,27,4,3,1,77841]"
21,164,34,6,2,0,26896,"[21,164,34,6,2,0,26896]"
54,16,535,2,2,1,256,"[54,16,535,2,2,1,256]"
54,337,27,7,2,1,113569,"[54,337,27,7,2,1,113569]"
6,351,4,1,2,0,123201,"[6,351,4,1,2,0,123201]"
47,85,64,1,4,0,7225,"[47,85,64,1,4,0,7225]"
33,211,7,2,3,0,44521,"[33,211,7,2,3,0,44521]"
36,12,88,1,2,1,144,"[36,12,88,1,2,1,144]"
51,183,9,6,4,1,33489,"[51,183,9,6,4,1,33489]"
35,294,9,1,3,1,86436,"[35,294,9,1,3,1,86436]"
14,504,12,7,2,1,254016,"[14,504,12,7,2,1,254016]"
12,367,18,7,4,0,134689,"[12,367,18,7,4,0,134689]"
24,325,2,4,3,0,105625,"[24,325,2,4,3,0,105625]"
29,104,62,4,2,1,10816,"[29,104,62,4,2,1,10816]"
7,90,96,2,4,0,8100,"[7,90,96,2,4,0,8100]"
8,398,12,7,3,0,158404,"[8,398,12,7,3,0,158404]"
37,392,3,2,1,1,153664,"[37,392,3,2,1,1,153664]"
62,136,13,7,2,1,18496,"[62,136,13,7,2,1,18496]"
14,353,7,1,4,1,124609,"[14,353,7,1,4,1,124609]"
1,351,23,1,2,0,123201,"[1,351,23,1,2,0,123201]"
19,263,21,2,3,0,69169,"[19,263,21,2,3,0,69169]"
17,428,2,3,2,1,183184,"[17,428,2,3,2,1,183184]"
45,352,14,2,2,0,123904,"[45,352,14,2,2,0,123904]"
50,403,5,6,4,0,162409,"[50,403,5,6,4,0,162409]"
42,408,16,6,4,0,166464,"[42,408,16,6,4,0,166464]"
2,408,14,5,2,0,166464,"[2,408,14,5,2,0,166464]"
60,420,18,7,3,0,176400,"[60,420,18,7,3,0,176400]"
30,150,46,2,4,1,22500,"[30,150,46,2,4,1,22500]"
34,481,15,4,4,0,231361,"[34,481,15,4,4,0,231361]"
31,415,19,4,3,0,172225,"[31,415,19,4,3,0,172225]"
50,72,50,3,3,0,5184,"[50,72,50,3,3,0,5184]"
2,359,1,7,2,0,128881,"[2,359,1,7,2,0,128881]"
62,351,10,5,3,0,123201,"[62,351,10,5,3,0,123201]"
30,197,31,1,2,0,38809,"[30,197,31,1,2,0,38809]"
20,423,11,5,4,0,178929,"[20,423,11,5,4,0,178929]"
48,256,25,5,4,0,65536,"[48,256,25,5,4,0,65536]"
48,103,91,2,4,1,10609,"[48,103,91,2,4,1,10609]"
7,173,7,6,2,0,29929,"[7,173,7,6,2,0,29929]"
63,500,4,2,2,1,250000,"[63,500,4,2,2,1,250000]"
23,469,7,6,1,1,219961,"[23,469,7,6,1,1,219961]"
44,335,26,2,3,1,112225,"[44,335,26,2,3,1,112225]"
10,473,3,7,4,0,223729,"[10,473,3,7,4,0,223729]"
7,328,26,7,3,1,107584,"[7,328,26,7,3,1,107584]"
60,116,20,7,3,0,13456,"[60,116,20,7,3,0,13456]"
14,440,6,5,4,0,193600,"[14,440,6,5,4,0,193600]"
60,103,24,6,2,1,10609,"[60,103,24,6,2,1,10609]"
62,205,26,1,1,1,42025,"[62,205,26,1,1,1,42025]"
15,472,2,3,2,0,222784,"[15,472,2,3,2,0,222784]"
43,46,145,2,4,0,2116,"[43,46,145,2,4,0,2116]"
49,432,8,3,4,1,186624,"[49,432,8,3,4,1,186624]"
54,67,133,4,2,1,4489,"[54,67,133,4,2,1,4489]"
18,237,7,2,3,0,56169,"[18,237,7,2,3,0,56169]"
44,223,16,7,3,0,49729,"[44,223,16,7,3,0,49729]"
53,369,14,1,1,0,136161,"[53,369,14,1,1,0,136161]"
3,285,30,4,1,0,81225,"[3,285,30,4,1,0,81225]"
41,417,20,5,4,1,173889,"[41,417,20,5,4,1,173889]"
62,409,3,7,3,0,167281,"[62,409,3,7,3,0,167281]"
4,467,11,7,2,1,218089,"[4,467,11,7,2,1,218089]"
63,187,21,1,4,1,34969,"[63,187,21,1,4,1,34969]"
47,220,13,7,4,1,48400,"[47,220,13,7,4,1,48400]"
37,496,14,2,3,0,246016,"[37,496,14,2,3,0,246016]"
29,113,43,4,3,1,12769,"[29,113,43,4,3,1,12769]"
61,159,5,3,1,1,25281,"[61,159,5,3,1,1,25281]"
37,508,9,7,1,0,258064,"[37,508,9,7,1,0,258064]"
42,244,26,3,2,1,59536,"[42,244,26,3,2,1,59536]"
29,26,204,4,1,0,676,"[29,26,204,4,1,0,676]"
31,472,2,3,3,1,222784,"[31,472,2,3,3,1,222784]"
29,83,119,2,1,1,6889,"[29,83,119,2,1,1,6889]"
36,228,10,1,4,0,51984,"[36,228,10,1,4,0,51984]"
53,395,4,5,3,0,156025,"[53,395,4,5,3,0,156025]"
27,278,20,2,4,1,77284,"[27,278,20,2,4,1,77284]"
34,41,227,7,2,1,1681,"[34,41,227,7,2,1,1681]"
9,247,38,7,3,1,61009,"[9,247,38,7,3,1,61009]"
22,61,41,4,3,1,3721,"[22,61,41,4,3,1,3721]"
29,306,22,6,1,1,93636,"[29,306,22,6,1,1,93636]"
24,458,18,4,4,1,209764,"[24,458,18,4,4,1,209764]"
59,380,17,3,4,0,144400,"[59,380,17,3,4,0,144400]"
57,387,14,5,3,0,149769,"[57,387,14,5,3,0,149769]"
43,142,45,2,2,0,20164,"[43,142,45,2,2,0,20164]"
6,407,18,5,2,0,165649,"[6,407,18,5,2,0,165649]"
34,70,116,3,2,0,4900,"[34,70,116,3,2,0,4900]"
26,59,113,4,2,0,3481,"[26,59,113,4,2,0,3481]"
26,245,33,4,1,0,60025,"[26,245,33,4,1,0,60025]"
55,308,18,5,1,1,94864,"[55,308,18,5,1,1,94864]"
47,146,36,2,2,1,21316,"[47,146,36,2,2,1,21316]"
38,166,2,4,1,0,27556,"[38,166,2,4,1,0,27556]"
62,125,44,3,2,0,15625,"[62,125,44,3,2,0,15625]"
58,491,2,6,2,0,241081,"[58,491,2,6,2,0,241081]"
43,350,15,3,2,0,122500,"[43,350,15,3,2,0,122500]"
48,429,15,3,2,0,184041,"[48,429,15,3,2,0,184041]"
24,425,6,7,3,1,180625,"[24,425,6,7,3,1,180625]"
46,208,4,2,2,0,43264,"[46,208,4,2,2,0,43264]"
21,74,40,4,1,0,5476,"[21,74,40,4,1,0,5476]"
21,507,15,3,3,0,257049,"[21,507,15,3,3,0,257049]"
16,271,30,6,3,1,73441,"[16,271,30,6,3,1,73441]"
34,224,5,7,4,1,50176,"[34,224,5,7,4,1,50176]"
10,238,34,6,4,0,56644,"[10,238,34,6,4,0,56644]"
64,36,125,4,3,0,1296,"[64,36,125,4,3,0,1296]"
45,327,19,1,2,0,106929,"[45,327,19,1,2,0,106929]"
48,25,218,2,1,0,625,"[48,25,218,2,1,0,625]"
40,323,7,5,4,1,104329,"[40,323,7,5,4,1,104329]"
22,295,18,4,4,0,87025,"[22,295,18,4,4,0,87025]"
48,302,25,4,2,0,91204,"[48,302,25,4,2,0,91204]"
15,301,7,2,4,1,90601,"[15,301,7,2,4,1,90601]"
18,466,17,7,2,1,217156,"[18,466,17,7,2,1,217156]"
3,163,7,5,2,0,26569,"[3,163,7,5,2,0,26569]"
24,317,14,2,4,0,100489,"[24,317,14,2,4,0,100489]"
45,321,13,2,4,0,103041,"[45,321,13,2,4,0,103041]"
63,352,14,4,4,0,123904,"[63,352,14,4,4,0,123904]"
40,297,23,5,3,1,88209,"[40,297,23,5,3,1,88209]"
22,6,1349,5,4,0,36,"[22,6,1349,5,4,0,36]"
24,302,19,6,1,1,91204,"[24,302,19,6,1,1,91204]"
53,326,15,1,2,1,106276,"[53,326,15,1,2,1,106276]"
14,357,11,3,3,0,127449,"[14,357,11,3,3,0,127449]"
60,216,5,2,1,1,46656,"[60,216,5,2,1,1,46656]"
35,274,33,6,2,0,75076,"[35,274,33,6,2,0,75076]"
7,291,8,7,2,0,84681,"[7,291,8,7,2,0,84681]"
57,338,20,4,2,0,114244,"[57,338,20,4,2,0,114244]"
8,280,18,3,2,0,78400,"[8,280,18,3,2,0,78400]"
52,190,8,2,1,1,36100,"[52,190,8,2,1,1,36100]"
31,80,57,4,1,1,6400,"[31,80,57,4,1,1,6400]"
1,256,19,2,4,1,65536,"[1,256,19,2,4,1,65536]"
37,385,5,5,1,1,148225,"[37,385,5,5,1,1,148225]"
58,473,2,5,1,1,223729,"[58,473,2,5,1,1,223729]"
25,129,42,6,2,0,16641,"[25,129,42,6,2,0,16641]"
10,315,19,1,3,1,99225,"[10,315,19,1,3,1,99225]"
61,166,12,6,3,1,27556,"[61,166,12,6,3,1,27556]"
39,495,7,2,2,1,245025,"[39,495,7,2,2,1,245025]"
22,31,136,1,1,1,961,"[22,31,136,1,1,1,961]"
62,360,16,1,1,1,129600,"[62,360,16,1,1,1,129600]"
52,166,31,6,2,0,27556,"[52,166,31,6,2,0,27556]"
38,444,4,3,2,0,197136,"[38,444,4,3,2,0,197136]"
60,417,6,2,4,1,173889,"[60,417,6,2,4,1,173889]"
60,464,17,7,3,1,215296,"[60,464,17,7,3,1,215296]"
5,175,48,7,1,0,30625,"[5,175,48,7,1,0,30625]"
27,248,37,7,4,0,61504,"[27,248,37,7,4,0,61504]"
58,178,5,5,3,1,31684,"[58,178,5,5,3,1,31684]"
52,162,38,4,1,1,26244,"[52,162,38,4,1,1,26244]"
63,159,29,2,1,0,25281,"[63,159,29,2,1,0,25281]"
7,509,3,7,2,0,259081,"[7,509,3,7,2,0,259081]"
28,41,36,4,1,1,1681,"[28,41,36,4,1,1,1681]"
48,410,5,4,3,0,168100,"[48,410,5,4,3,0,168100]"
58,472,4,5,1,0,222784,"[58,472,4,5,1,0,222784]"
46,72,101,2,3,1,5184,"[46,72,101,2,3,1,5184]"
52,253,17,2,1,1,64009,"[52,253,17,2,1,1,64009]"
43,42,203,1,2,0,1764,"[43,42,203,1,2,0,1764]"
60,440,19,3,2,1,193600,"[60,440,19,3,2,1,193600]"
10,91,43,1,1,0,8281,"[10,91,43,1,1,0,8281]"
43,61,131,1,4,1,3721,"[43,61,131,1,4,1,3721]"
60,427,19,2,4,0,182329,"[60,427,19,2,4,0,182329]"
29,356,9,3,3,1,126736,"[29,356,9,3,3,1,126736]"
13,352,13,5,2,0,123904,"[13,352,13,5,2,0,123904]"
54,244,27,5,1,0,59536,"[54,244,27,5,1,0,59536]"
41,145,17,6,3,0,21025,"[41,145,17,6,3,0,21025]"
58,505,18,4,2,1,255025,"[58,505,18,4,2,1,255025]"
1,184,34,3,4,1,33856,"[1,184,34,3,4,1,33856]"
6,69,108,2,3,0,4761,"[6,69,108,2,3,0,4761]"
56,182,14,2,3,1,33124,"[56,182,14,2,3,1,33124]"
6,62,9,3,3,1,3844,"[6,62,9,3,3,1,3844]"
10,300,11,2,4,0,90000,"[10,300,11,2,4,0,90000]"
43,270,6,4,2,0,72900,"[43,270,6,4,2,0,72900]"
28,21,192,7,3,0,441,"[28,21,192,7,3,0,441]"
37,249,6,1,4,0,62001,"[37,249,6,1,4,0,62001]"
64,414,10,3,3,1,171396,"[64,414,10,3,3,1,171396]"
16,427,3,4,2,0,182329,"[16,427,3,4,2,0,182329]"
49,240,7,6,2,1,57600,"[49,240,7,6,2,1,57600]"
6,156,51,7,1,0,24336,"[6,156,51,7,1,0,24336]"
25,446,7,1,2,1,198916,"[25,446,7,1,2,1,198916]"
47,458,20,5,3,1,209764,"[47,458,20,5,3,1,209764]"
57,197,28,1,4,1,38809,"[57,197,28,1,4,1,38809]"
54,191,50,5,4,0,36481,"[54,191,50,5,4,0,36481]"
44,48,128,7,1,1,2304,"[44,48,128,7,1,1,2304]"
23,325,21,7,2,1,105625,"[23,325,21,7,2,1,105625]"
13,93,18,7,1,1,8649,"[13,93,18,7,1,1,8649]"
16,329,18,7,4,0,108241,"[16,329,18,7,4,0,108241]"
21,248,30,3,1,0,61504,"[21,248,30,3,1,0,61504]"
11,32,116,7,1,0,1024,"[11,32,116,7,1,0,1024]"
25,376,16,1,1,0,141376,"[25,376,16,1,1,0,141376]"
57,75,30,4,2,1,5625,"[57,75,30,4,2,1,5625]"
24,204,11,5,2,0,41616,"[24,204,11,5,2,0,41616]"
38,402,16,4,1,1,161604,"[38,402,16,4,1,1,161604]"
15,454,12,1,2,1,206116,"[15,454,12,1,2,1,206116]"
45,459,19,1,3,0,210681,"[45,459,19,1,3,0,210681]"
46,365,2,7,2,0,133225,"[46,365,2,7,2,0,133225]"
61,166,39,4,2,1,27556,"[61,166,39,4,2,1,27556]"
57,382,9,3,2,0,145924,"[57,382,9,3,2,0,145924]"
43,24,379,5,1,1,576,"[43,24,379,5,1,1,576]"
22,252,20,1,3,0,63504,"[22,252,20,1,3,0,63504]"
56,248,16,7,2,0,61504,"[56,248,16,7,2,0,61504]"
30,238,28,3,2,0,56644,"[30,238,28,3,2,0,56644]"
13,458,9,5,1,0,209764,"[13,458,9,5,1,0,209764]"
43,318,3,2,1,0,101124,"[43,318,3,2,1,0,101124]"
55,157,48,3,2,0,24649,"[55,157,48,3,2,0,24649]"
24,344,28,1,4,0,118336,"[24,344,28,1,4,0,118336]"
52,253,7,1,1,0,64009,"[52,253,7,1,1,0,64009]"
16,275,18,7,3,1,75625,"[16,275,18,7,3,1,75625]"
21,104,95,6,3,1,10816,"[21,104,95,6,3,1,10816]"
9,359,14,5,3,0,128881,"[9,359,14,5,3,0,128881]"
7,153,24,2,4,0,23409,"[7,153,24,2,4,0,23409]"
50,491,4,3,4,1,241081,"[50,491,4,3,4,1,241081]"
62,355,3,2,2,1,126025,"[62,355,3,2,2,1,126025]"
54,187,50,7,1,1,34969,"[54,187,50,7,1,1,34969]"
12,153,53,7,2,1,23409,"[12,153,53,7,2,1,23409]"
17,191,28,2,3,0,36481,"[17,191,28,2,3,0,36481]"
3,486,15,3,1,1,236196,"[3,486,15,3,1,1,236196]"
2,350,7,2,3,0,122500,"[2,350,7,2,3,0,122500]"
56,474,5,7,3,1,224676,"[56,474,5,7,3,1,224676]"
64,394,18,7,2,0,155236,"[64,394,18,7,2,0,155236]"
42,69,132,1,2,1,4761,"[42,69,132,1,2,1,4761]"
47,445,2,5,1,0,198025,"[47,445,2,5,1,0,198025]"
53,297,24,4,2,1,88209,"[53,297,24,4,2,1,88209]"
25,151,14,6,1,1,22801,"[25,151,14,6,1,1,22801]"
8,147,49,6,3,1,21609,"[8,147,49,6,3,1,21609]"
25,386,11,2,1,0,148996,"[25,386,11,2,1,0,148996]"
24,190,33,7,3,0,36100,"[24,190,33,7,3,0,36100]"
39,60,66,6,3,0,3600,"[39,60,66,6,3,0,3600]"
21,294,22,1,4,1,86436,"[21,294,22,1,4,1,86436]"
29,124,64,4,3,1,15376,"[29,124,64,4,3,1,15376]"
48,210,20,3,1,0,44100,"[48,210,20,3,1,0,44100]"
30,107,62,7,4,0,11449,"[30,107,62,7,4,0,11449]"
43,411,19,6,3,1,168921,"[43,411,19,6,3,1,168921]"
26,381,20,7,4,0,145161,"[26,381,20,7,4,0,145161]"
41,87,83,5,1,0,7569,"[41,87,83,5,1,0,7569]"
22,365,1,2,2,0,133225,"[22,365,1,2,2,0,133225]"
21,262,11,3,3,0,68644,"[21,262,11,3,3,0,68644]"
41,369,26,2,1,0,136161,"[41,369,26,2,1,0,136161]"
28,446,11,6,2,1,198916,"[28,446,11,6,2,1,198916]"
31,143,54,2,1,1,20449,"[31,143,54,2,1,1,20449]"
23,34,277,7,1,0,1156,"[23,34,277,7,1,0,1156]"
39,501,12,7,4,1,251001,"[39,501,12,7,4,1,251001]"
37,340,14,2,3,1,115600,"[37,340,14,2,3,1,115600]"
7,30,231,3,2,0,900,"[7,30,231,3,2,0,900]"
5,110,53,3,1,0,12100,"[5,110,53,3,1,0,12100]"
13,117,17,6,3,1,13689,"[13,117,17,6,3,1,13689]"
39,282,31,2,2,0,79524,"[39,282,31,2,2,0,79524]"
51,494,14,6,4,0,244036,"[51,494,14,6,4,0,244036]"
3,113,69,5,1,0,12769,"[3,113,69,5,1,0,12769]"
26,174,44,2,2,1,30276,"[26,174,44,2,2,1,30276]"
48,460,1,4,1,1,211600,"[48,460,1,4,1,1,211600]"
31,410,5,4,2,1,168100,"[31,410,5,4,2,1,168100]"
44,351,8,3,3,1,123201,"[44,351,8,3,3,1,123201]"
1,40,107,5,2,0,1600,"[1,40,107,5,2,0,1600]"
24,292,16,2,3,1,85264,"[24,292,16,2,3,1,85264]"
16,362,3,4,4,0,131044,"[16,362,3,4,4,0,131044]"
51,395,6,3,1,1,156025,"[51,395,6,3,1,1,156025]"
10,349,23,5,2,1,121801,"[10,349,23,5,2,1,121801]"
55,34,130,7,2,0,1156,"[55,34,130,7,2,0,1156]"
35,443,2,4,1,1,196249,"[35,443,2,4,1,1,196249]"
14,55,99,6,3,0,3025,"[14,55,99,6,3,0,3025]"
24,287,18,1,3,1,82369,"[24,287,18,1,3,1,82369]"
4,311,17,1,2,0,96721,"[4,311,17,1,2,0,96721]"
42,372,7,6,1,1,138384,"[42,372,7,6,1,1,138384]"
10,329,6,4,4,1,108241,"[10,329,6,4,4,1,108241]"
2,7,1004,5,1,1,49,"[2,7,1004,5,1,1,49]"
19,39,71,2,1,0,1521,"[19,39,71,2,1,0,1521]"
18,462,5,6,2,0,213444,"[18,462,5,6,2,0,213444]"
57,376,13,4,1,0,141376,"[57,376,13,4,1,0,141376]"
10,441,8,1,4,0,194481,"[10,441,8,1,4,0,194481]"
45,371,20,4,2,0,137641,"[45,371,20,4,2,0,137641]"
3,196,9,2,2,0,38416,"[3,196,9,2,2,0,38416]"
50,302,31,4,4,0,91204,"[50,302,31,4,4,0,91204]"
1,157,3,6,1,1,24649,"[1,157,3,6,1,1,24649]"
53,486,19,5,1,1,236196,"[53,486,19,5,1,1,236196]"
25,354,21,2,1,1,125316,"[25,354,21,2,1,1,125316]"
6,383,11,7,4,1,146689,"[6,383,11,7,4,1,146689]"
48,357,7,6,3,0,127449,"[48,357,7,6,3,0,127449]"
60,59,155,2,1,0,3481,"[60,59,155,2,1,0,3481]"
20,422,14,1,4,0,178084,"[20,422,14,1,4,0,178084]"
17,374,17,2,3,0,139876,"[17,374,17,2,3,0,139876]"
50,27,118,1,4,0,729,"[50,27,118,1,4,0,729]"
19,274,35,5,4,0,75076,"[19,274,35,5,4,0,75076]"
19,29,111,7,4,0,841,"[19,29,111,7,4,0,841]"
33,375,9,3,3,0,140625,"[33,375,9,3,3,0,140625]"
42,295,19,7,1,1,87025,"[42,295,19,7,1,1,87025]"
30,488,2,1,1,0,238144,"[30,488,2,1,1,0,238144]"
4,98,80,5,1,0,9604,"[4,98,80,5,1,0,9604]"
19,230,38,1,3,1,52900,"[19,230,38,1,3,1,52900]"
62,425,15,4,3,1,180625,"[62,425,15,4,3,1,180625]"
41,423,20,1,1,1,178929,"[41,423,20,1,1,1,178929]"
61,319,15,5,1,1,101761,"[61,319,15,5,1,1,101761]"
28,231,20,6,4,1,53361,"[28,231,20,6,4,1,53361]"
10,22,20,1,4,1,484,"[10,22,20,1,4,1,484]"
36,446,18,5,2,0,198916,"[36,446,18,5,2,0,198916]"
19,172,51,6,2,0,29584,"[19,172,51,6,2,0,29584]"
61,496,10,7,4,0,246016,"[61,496,10,7,4,0,246016]"
23,324,9,4,4,0,104976,"[23,324,9,4,4,0,104976]"
33,250,24,7,4,1,62500,"[33,250,24,7,4,1,62500]"
39,434,2,4,2,0,188356,"[39,434,2,4,2,0,188356]"
54,507,12,4,3,0,257049,"[54,507,12,4,3,0,257049]"
43,491,7,5,3,1,241081,"[43,491,7,5,3,1,241081]"
7,234,10,3,1,0,54756,"[7,234,10,3,1,0,54756]"
59,95,12,5,1,0,9025,"[59,95,12,5,1,0,9025]"
50,176,10,3,1,0,30976,"[50,176,10,3,1,0,30976]"
14,370,19,7,4,1,136900,"[14,370,19,7,4,1,136900]"
64,120,80,7,2,0,14400,"[64,120,80,7,2,0,14400]"
23,404,9,4,1,1,163216,"[23,404,9,4,1,1,163216]"
22,187,28,7,1,0,34969,"[22,187,28,7,1,0,34969]"
61,426,9,5,1,0,181476,"[61,426,9,5,1,0,181476]"
38,21,445,4,4,0,441,"[38,21,445,4,4,0,441]"
32,421,3,7,1,0,177241,"[32,421,3,7,1,0,177241]"
47,78,80,2,2,1,6084,"[47,78,80,2,2,1,6084]"
37,383,25,6,3,1,146689,"[37,383,25,6,3,1,146689]"
57,257,12,1,3,0,66049,"[57,257,12,1,3,0,66049]"
20,91,107,4,4,0,8281,"[20,91,107,4,4,0,8281]"
7,504,8,7,4,0,254016,"[7,504,8,7,4,0,254016]"
44,483,6,6,2,0,233289,"[44,483,6,6,2,0,233289]"
41,385,10,7,3,0,148225,"[41,385,10,7,3,0,148225]"
62,379,10,7,3,0,143641,"[62,379,10,7,3,0,143641]"
54,192,5,4,3,1,36864,"[54,192,5,4,3,1,36864]"
37,394,20,5,1,1,155236,"[37,394,20,5,1,1,155236]"
37,441,8,6,1,0,194481,"[37,441,8,6,1,0,194481]"
49,57,122,2,1,0,3249,"[49,57,122,2,1,0,3249]"
48,211,26,5,1,1,44521,"[48,211,26,5,1,1,44521]"
56,311,16,2,1,1,96721,"[56,311,16,2,1,1,96721]"
47,163,56,6,2,0,26569,"[47,163,56,6,2,0,26569]"
26,43,133,3,1,0,1849,"[26,43,133,3,1,0,1849]"
46,104,58,5,4,1,10816,"[46,104,58,5,4,1,10816]"
4,385,18,4,2,0,148225,"[4,385,18,4,2,0,148225]"
31,378,12,7,1,1,142884,"[31,378,12,7,1,1,142884]"
56,492,13,5,1,0,242064,"[56,492,13,5,1,0,242064]"
59,272,3,1,2,1,73984,"[59,272,3,1,2,1,73984]"
48,115,39,1,1,1,13225,"[48,115,39,1,1,1,13225]"
56,173,34,6,1,1,29929,"[56,173,34,6,1,1,29929]"
29,255,28,6,4,0,65025,"[29,255,28,6,4,0,65025]"
16,327,5,7,2,1,106929,"[16,327,5,7,2,1,106929]"
35,127,45,7,3,1,16129,"[35,127,45,7,3,1,16129]"
52,261,34,7,3,1,68121,"[52,261,34,7,3,1,68121]"
52,424,13,4,4,0,179776,"[52,424,13,4,4,0,179776]"
31,45,128,6,1,1,2025,"[31,45,128,6,1,1,2025]"
49,457,8,1,2,1,208849,"[49,457,8,1,2,1,208849]"
40,461,6,3,2,0,212521,"[40,461,6,3,2,0,212521]"
25,129,57,3,3,1,16641,"[25,129,57,3,3,1,16641]"
62,490,14,7,1,1,240100,"[62,490,14,7,1,1,240100]"
54,58,106,6,3,0,3364,"[54,58,106,6,3,0,3364]"
55,70,72,6,3,0,4900,"[55,70,72,6,3,0,4900]"
52,264,10,7,3,0,69696,"[52,264,10,7,3,0,69696]"
23,76,129,4,3,0,5776,"[23,76,129,4,3,0,5776]"
26,323,26,1,4,0,104329,"[26,323,26,1,4,0,104329]"
11,117,24,4,3,1,13689,"[11,117,24,4,3,1,13689]"
20,324,3,7,2,1,104976,"[20,324,3,7,2,1,104976]"
22,120,40,7,1,0,14400,"[22,120,40,7,1,0,14400]"
34,113,41,4,1,0,12769,"[34,113,41,4,1,0,12769]"
56,319,25,6,1,1,101761,"[56,319,25,6,1,1,101761]"
13,50,95,1,4,0,2500,"[13,50,95,1,4,0,2500]"
6,447,18,6,3,0,199809,"[6,447,18,6,3,0,199809]"
43,349,21,2,4,1,121801,"[43,349,21,2,4,1,121801]"
16,370,11,4,3,1,136900,"[16,370,11,4,3,1,136900]"
34,316,23,1,2,0,99856,"[34,316,23,1,2,0,99856]"
53,220,18,2,1,0,48400,"[53,220,18,2,1,0,48400]"
10,187,37,6,4,1,34969,"[10,187,37,6,4,1,34969]"
13,372,6,4,1,1,138384,"[13,372,6,4,1,1,138384]"
21,348,16,5,1,0,121104,"[21,348,16,5,1,0,121104]"
23,491,14,5,4,1,241081,"[23,491,14,5,4,1,241081]"
56,400,24,1,4,0,160000,"[56,400,24,1,4,0,160000]"
11,227,23,1,4,1,51529,"[11,227,23,1,4,1,51529]"
48,479,19,4,2,0,229441,"[48,479,19,4,2,0,229441]"
36,423,13,3,3,0,178929,"[36,423,13,3,3,0,178929]"
44,401,10,4,3,0,160801,"[44,401,10,4,3,0,160801]"
7,370,24,3,2,1,136900,"[7,370,24,3,2,1,136900]"
55,67,137,4,3,0,4489,"[55,67,137,4,3,0,4489]"
35,241,29,7,2,1,58081,"[35,241,29,7,2,1,58081]"
39,84,102,6,3,1,7056,"[39,84,102,6,3,1,7056]"
57,144,36,5,1,1,20736,"[57,144,36,5,1,1,20736]"
59,273,12,3,3,0,74529,"[59,273,12,3,3,0,74529]"
37,415,16,4,1,0,172225,"[37,415,16,4,1,0,172225]"
33,400,16,4,1,0,160000,"[33,400,16,4,1,0,160000]"
19,364,8,5,2,0,132496,"[19,364,8,5,2,0,132496]"
55,424,7,1,4,1,179776,"[55,424,7,1,4,1,179776]"
32,418,5,5,1,0,174724,"[32,418,5,5,1,0,174724]"
56,173,8,7,1,1,29929,"[56,173,8,7,1,1,29929]"
44,259,34,4,4,0,67081,"[44,259,34,4,4,0,67081]"
58,197,22,1,3,0,38809,"[58,197,22,1,3,0,38809]"
46,61,133,3,3,1,3721,"[46,61,133,3,3,1,3721]"
20,475,1,7,1,1,225625,"[20,475,1,7,1,1,225625]"
26,442,6,7,4,0,195364,"[26,442,6,7,4,0,195364]"
22,215,7,4,2,1,46225,"[22,215,7,4,2,1,46225]"
32,173,8,7,1,1,29929,"[32,173,8,7,1,1,29929]"
34,453,18,1,3,1,205209,"[34,453,18,1,3,1,205209]"
61,180,24,3,1,0,32400,"[61,180,24,3,1,0,32400]"
14,185,12,4,1,1,34225,"[14,185,12,4,1,1,34225]"
59,354,13,1,2,1,125316,"[59,354,13,1,2,1,125316]"
39,393,8,7,4,0,154449,"[39,393,8,7,4,0,154449]"
51,141,65,2,4,0,19881,"[51,141,65,2,4,0,19881]"
36,340,23,1,1,0,115600,"[36,340,23,1,1,0,115600]"
20,466,5,1,3,0,217156,"[20,466,5,1,3,0,217156]"
31,422,7,2,2,0,178084,"[31,422,7,2,2,0,178084]"
3,458,4,1,4,0,209764,"[3,458,4,1,4,0,209764]"
35,17,169,2,1,1,289,"[35,17,169,2,1,1,289]"
19,453,8,5,1,0,205209,"[19,453,8,5,1,0,205209]"
29,201,18,5,3,0,40401,"[29,201,18,5,3,0,40401]"
39,393,18,3,1,0,154449,"[39,393,18,3,1,0,154449]"
36,376,10,3,2,0,141376,"[36,376,10,3,2,0,141376]"
14,437,9,4,4,1,190969,"[14,437,9,4,4,1,190969]"
56,353,25,6,1,1,124609,"[56,353,25,6,1,1,124609]"
57,339,1,5,1,1,114921,"[57,339,1,5,1,1,114921]"
59,342,1,1,1,0,116964,"[59,342,1,1,1,0,116964]"
52,217,25,1,2,1,47089,"[52,217,25,1,2,1,47089]"
15,79,24,2,3,0,6241,"[15,79,24,2,3,0,6241]"
18,352,14,5,1,0,123904,"[18,352,14,5,1,0,123904]"
