batchsize,dim_input,dim_output,use_bias,activation_fct,hashkey
57,6850,748,1,0,"[57,6850,748,1,0]"
35,7491,3351,1,0,"[35,7491,3351,1,0]"
28,21937,507,0,0,"[28,21937,507,0,0]"
3,9675,312,1,1,"[3,9675,312,1,1]"
45,11598,2426,0,0,"[45,11598,2426,0,0]"
62,24718,3099,0,1,"[62,24718,3099,0,1]"
56,28344,3197,1,1,"[56,28344,3197,1,1]"
1,11900,116,1,1,"[1,11900,116,1,1]"
10,11063,2000,1,1,"[10,11063,2000,1,1]"
8,30804,258,0,0,"[8,30804,258,0,0]"
43,6343,748,1,0,"[43,6343,748,1,0]"
43,15970,1460,1,0,"[43,15970,1460,1,0]"
60,27803,1832,1,1,"[60,27803,1832,1,1]"
53,24536,202,0,1,"[53,24536,202,0,1]"
21,4925,3991,0,0,"[21,4925,3991,0,0]"
20,19630,2883,0,1,"[20,19630,2883,0,1]"
63,22153,2877,0,1,"[63,22153,2877,0,1]"
36,13048,2160,1,1,"[36,13048,2160,1,1]"
53,19418,2675,1,0,"[53,19418,2675,1,0]"
48,26409,2110,1,1,"[48,26409,2110,1,1]"
19,25531,2065,0,0,"[19,25531,2065,0,0]"
3,25949,3453,0,0,"[3,25949,3453,0,0]"
55,2761,1861,1,1,"[55,2761,1861,1,1]"
61,1232,1559,0,0,"[61,1232,1559,0,0]"
24,29696,3164,1,0,"[24,29696,3164,1,0]"
10,19522,2021,0,0,"[10,19522,2021,0,0]"
39,12381,3288,0,1,"[39,12381,3288,0,1]"
45,10266,3923,0,0,"[45,10266,3923,0,0]"
24,13643,1900,0,0,"[24,13643,1900,0,0]"
35,24522,2876,1,1,"[35,24522,2876,1,1]"
29,18586,2125,1,0,"[29,18586,2125,1,0]"
27,15076,2918,1,0,"[27,15076,2918,1,0]"
16,3340,2510,0,1,"[16,3340,2510,0,1]"
62,19384,3878,1,1,"[62,19384,3878,1,1]"
25,28318,2505,1,1,"[25,28318,2505,1,1]"
34,27893,1194,0,1,"[34,27893,1194,0,1]"
21,28712,3836,0,0,"[21,28712,3836,0,0]"
60,24039,3211,1,0,"[60,24039,3211,1,0]"
11,31372,1951,0,1,"[11,31372,1951,0,1]"
11,19747,468,0,0,"[11,19747,468,0,0]"
14,21046,3602,1,1,"[14,21046,3602,1,1]"
17,13419,1700,1,1,"[17,13419,1700,1,1]"
64,10111,1990,1,1,"[64,10111,1990,1,1]"
60,25445,3638,1,1,"[60,25445,3638,1,1]"
34,22698,2772,1,0,"[34,22698,2772,1,0]"
4,2198,927,0,0,"[4,2198,927,0,0]"
40,19053,1389,1,0,"[40,19053,1389,1,0]"
46,1513,665,0,1,"[46,1513,665,0,1]"
56,24382,2497,1,1,"[56,24382,2497,1,1]"
3,31943,3693,0,0,"[3,31943,3693,0,0]"
62,13020,642,0,0,"[62,13020,642,0,0]"
12,19552,2568,1,0,"[12,19552,2568,1,0]"
60,15584,3978,0,0,"[60,15584,3978,0,0]"
1,5096,2362,1,1,"[1,5096,2362,1,1]"
13,29625,3547,0,0,"[13,29625,3547,0,0]"
17,8704,886,1,1,"[17,8704,886,1,1]"
2,10170,3194,0,0,"[2,10170,3194,0,0]"
26,4599,1430,0,1,"[26,4599,1430,0,1]"
38,26850,3666,1,0,"[38,26850,3666,1,0]"
14,32032,1023,1,0,"[14,32032,1023,1,0]"
6,786,3125,0,0,"[6,786,3125,0,0]"
31,16219,1061,0,0,"[31,16219,1061,0,0]"
23,15314,2784,1,0,"[23,15314,2784,1,0]"
6,4788,2028,0,0,"[6,4788,2028,0,0]"
22,18523,3831,1,0,"[22,18523,3831,1,0]"
36,16991,561,1,0,"[36,16991,561,1,0]"
18,25489,1316,1,1,"[18,25489,1316,1,1]"
43,22824,588,1,0,"[43,22824,588,1,0]"
48,29786,1865,0,1,"[48,29786,1865,0,1]"
44,15922,3606,1,1,"[44,15922,3606,1,1]"
45,4097,3352,1,1,"[45,4097,3352,1,1]"
16,14042,2979,1,1,"[16,14042,2979,1,1]"
3,18061,3441,1,1,"[3,18061,3441,1,1]"
57,32737,3231,0,1,"[57,32737,3231,0,1]"
29,10682,3898,1,1,"[29,10682,3898,1,1]"
38,18652,3910,0,1,"[38,18652,3910,0,1]"
43,15477,3551,0,0,"[43,15477,3551,0,0]"
15,23170,3558,0,0,"[15,23170,3558,0,0]"
26,29189,1046,1,1,"[26,29189,1046,1,1]"
56,11113,3332,1,1,"[56,11113,3332,1,1]"
32,3602,1708,1,0,"[32,3602,1708,1,0]"
47,12327,2301,1,0,"[47,12327,2301,1,0]"
38,27719,2890,0,1,"[38,27719,2890,0,1]"
43,23829,649,0,0,"[43,23829,649,0,0]"
58,12365,3100,1,1,"[58,12365,3100,1,1]"
41,27575,1121,0,1,"[41,27575,1121,0,1]"
6,22730,2254,1,0,"[6,22730,2254,1,0]"
31,20044,3112,1,1,"[31,20044,3112,1,1]"
54,20468,2654,1,0,"[54,20468,2654,1,0]"
59,6387,1304,1,1,"[59,6387,1304,1,1]"
43,17777,3953,0,1,"[43,17777,3953,0,1]"
39,30822,354,1,1,"[39,30822,354,1,1]"
21,30835,1420,0,1,"[21,30835,1420,0,1]"
5,8129,3004,0,0,"[5,8129,3004,0,0]"
4,14312,3361,1,1,"[4,14312,3361,1,1]"
58,459,2928,1,0,"[58,459,2928,1,0]"
19,15253,3006,1,1,"[19,15253,3006,1,1]"
64,306,2495,0,1,"[64,306,2495,0,1]"
47,16207,3096,0,1,"[47,16207,3096,0,1]"
13,26007,1086,1,1,"[13,26007,1086,1,1]"
7,18177,2854,0,1,"[7,18177,2854,0,1]"
2,19713,2372,1,1,"[2,19713,2372,1,1]"
45,17705,3327,1,1,"[45,17705,3327,1,1]"
59,17963,301,1,1,"[59,17963,301,1,1]"
11,2166,3798,0,0,"[11,2166,3798,0,0]"
44,30985,2463,1,0,"[44,30985,2463,1,0]"
44,6927,2990,0,1,"[44,6927,2990,0,1]"
5,17093,758,0,0,"[5,17093,758,0,0]"
32,28428,750,0,0,"[32,28428,750,0,0]"
14,2560,3923,1,0,"[14,2560,3923,1,0]"
33,2728,3692,0,0,"[33,2728,3692,0,0]"
61,4144,2010,0,0,"[61,4144,2010,0,0]"
30,11050,3989,1,1,"[30,11050,3989,1,1]"
45,28533,603,0,1,"[45,28533,603,0,1]"
37,21504,1127,0,1,"[37,21504,1127,0,1]"
39,12189,1882,0,1,"[39,12189,1882,0,1]"
64,15529,1387,0,0,"[64,15529,1387,0,0]"
58,17797,2827,1,1,"[58,17797,2827,1,1]"
27,1335,2671,0,1,"[27,1335,2671,0,1]"
49,31182,2154,0,0,"[49,31182,2154,0,0]"
59,23746,3187,0,1,"[59,23746,3187,0,1]"
7,5622,416,1,1,"[7,5622,416,1,1]"
24,11346,1215,0,1,"[24,11346,1215,0,1]"
2,21913,1550,1,0,"[2,21913,1550,1,0]"
50,30130,1386,1,1,"[50,30130,1386,1,1]"
46,24842,3014,0,1,"[46,24842,3014,0,1]"
10,22930,1280,1,0,"[10,22930,1280,1,0]"
8,2146,3102,0,0,"[8,2146,3102,0,0]"
41,395,1368,1,0,"[41,395,1368,1,0]"
12,7668,166,1,0,"[12,7668,166,1,0]"
5,19616,5,0,0,"[5,19616,5,0,0]"
31,29634,2377,1,0,"[31,29634,2377,1,0]"
13,17928,2493,1,0,"[13,17928,2493,1,0]"
28,3129,3648,0,0,"[28,3129,3648,0,0]"
28,25235,461,1,0,"[28,25235,461,1,0]"
64,715,2210,0,1,"[64,715,2210,0,1]"
57,17055,1105,0,1,"[57,17055,1105,0,1]"
62,12248,3343,0,1,"[62,12248,3343,0,1]"
23,9466,3925,1,0,"[23,9466,3925,1,0]"
8,3746,2225,0,0,"[8,3746,2225,0,0]"
53,6998,3406,1,0,"[53,6998,3406,1,0]"
4,13927,406,1,1,"[4,13927,406,1,1]"
43,14112,3614,0,1,"[43,14112,3614,0,1]"
60,31708,642,1,0,"[60,31708,642,1,0]"
15,3230,1843,1,1,"[15,3230,1843,1,1]"
57,27964,3516,0,1,"[57,27964,3516,0,1]"
10,8576,2785,1,1,"[10,8576,2785,1,1]"
38,8121,870,0,0,"[38,8121,870,0,0]"
45,24764,3767,1,1,"[45,24764,3767,1,1]"
60,30430,2861,1,1,"[60,30430,2861,1,1]"
2,9658,1106,1,1,"[2,9658,1106,1,1]"
3,29275,2976,1,0,"[3,29275,2976,1,0]"
31,9102,2399,0,1,"[31,9102,2399,0,1]"
23,31880,3325,0,0,"[23,31880,3325,0,0]"
20,28376,2954,1,0,"[20,28376,2954,1,0]"
12,9292,547,1,0,"[12,9292,547,1,0]"
29,20858,537,0,0,"[29,20858,537,0,0]"
22,7232,3509,1,0,"[22,7232,3509,1,0]"
62,27861,1450,0,1,"[62,27861,1450,0,1]"
37,29619,289,0,1,"[37,29619,289,0,1]"
55,7489,3039,1,0,"[55,7489,3039,1,0]"
32,27584,696,0,0,"[32,27584,696,0,0]"
10,16487,1050,0,1,"[10,16487,1050,0,1]"
8,22194,428,0,1,"[8,22194,428,0,1]"
21,12349,1730,1,0,"[21,12349,1730,1,0]"
40,16748,609,0,0,"[40,16748,609,0,0]"
27,31490,2717,1,0,"[27,31490,2717,1,0]"
33,938,630,1,0,"[33,938,630,1,0]"
19,32652,410,1,1,"[19,32652,410,1,1]"
4,16407,303,0,1,"[4,16407,303,0,1]"
31,27410,2671,1,0,"[31,27410,2671,1,0]"
18,22351,2618,0,0,"[18,22351,2618,0,0]"
62,7793,977,1,0,"[62,7793,977,1,0]"
45,28107,2299,1,1,"[45,28107,2299,1,1]"
4,22457,3810,0,0,"[4,22457,3810,0,0]"
40,22128,1929,0,0,"[40,22128,1929,0,0]"
13,17197,1319,0,1,"[13,17197,1319,0,1]"
8,18327,3556,0,0,"[8,18327,3556,0,0]"
43,30422,3171,0,1,"[43,30422,3171,0,1]"
30,17738,670,1,1,"[30,17738,670,1,1]"
56,31766,1986,1,0,"[56,31766,1986,1,0]"
6,1164,2890,1,0,"[6,1164,2890,1,0]"
58,22711,3819,1,1,"[58,22711,3819,1,1]"
47,22441,2332,0,0,"[47,22441,2332,0,0]"
47,1967,2383,0,0,"[47,1967,2383,0,0]"
11,15705,1544,0,0,"[11,15705,1544,0,0]"
61,3841,1395,1,0,"[61,3841,1395,1,0]"
30,15877,2771,1,1,"[30,15877,2771,1,1]"
43,15004,1258,1,1,"[43,15004,1258,1,1]"
19,29074,1648,0,1,"[19,29074,1648,0,1]"
62,27770,850,0,1,"[62,27770,850,0,1]"
16,2966,1684,0,1,"[16,2966,1684,0,1]"
33,8700,3262,1,1,"[33,8700,3262,1,1]"
56,3704,586,1,1,"[56,3704,586,1,1]"
30,27080,3117,0,1,"[30,27080,3117,0,1]"
58,9859,2794,1,1,"[58,9859,2794,1,1]"
59,30048,3280,0,1,"[59,30048,3280,0,1]"
40,16097,2791,1,1,"[40,16097,2791,1,1]"
40,15331,1788,1,1,"[40,15331,1788,1,1]"
31,25832,572,1,0,"[31,25832,572,1,0]"
35,12840,3876,1,0,"[35,12840,3876,1,0]"
41,28465,2993,0,0,"[41,28465,2993,0,0]"
10,29983,178,0,1,"[10,29983,178,0,1]"
23,8737,1801,0,1,"[23,8737,1801,0,1]"
50,26566,328,1,0,"[50,26566,328,1,0]"
38,20536,1312,0,1,"[38,20536,1312,0,1]"
63,32197,310,1,0,"[63,32197,310,1,0]"
55,14165,1027,1,0,"[55,14165,1027,1,0]"
50,5130,2009,0,1,"[50,5130,2009,0,1]"
57,18311,2827,0,1,"[57,18311,2827,0,1]"
47,2467,206,0,1,"[47,2467,206,0,1]"
35,22551,162,1,0,"[35,22551,162,1,0]"
42,19816,2259,1,0,"[42,19816,2259,1,0]"
45,29056,2912,1,0,"[45,29056,2912,1,0]"
28,8855,2827,1,1,"[28,8855,2827,1,1]"
6,24258,4046,1,1,"[6,24258,4046,1,1]"
40,9532,2818,0,1,"[40,9532,2818,0,1]"
14,12317,2189,0,1,"[14,12317,2189,0,1]"
52,5162,1718,1,1,"[52,5162,1718,1,1]"
23,17549,3527,1,1,"[23,17549,3527,1,1]"
28,21426,2617,0,0,"[28,21426,2617,0,0]"
5,15109,38,0,0,"[5,15109,38,0,0]"
48,8337,1439,0,1,"[48,8337,1439,0,1]"
4,31115,961,0,1,"[4,31115,961,0,1]"
12,23718,3704,1,1,"[12,23718,3704,1,1]"
4,9116,3777,0,1,"[4,9116,3777,0,1]"
54,16747,2242,0,1,"[54,16747,2242,0,1]"
36,9058,173,1,0,"[36,9058,173,1,0]"
64,8974,3007,1,0,"[64,8974,3007,1,0]"
62,8161,1052,1,0,"[62,8161,1052,1,0]"
11,30903,2332,1,0,"[11,30903,2332,1,0]"
32,20608,1874,0,1,"[32,20608,1874,0,1]"
60,19197,2615,1,0,"[60,19197,2615,1,0]"
34,7540,426,1,1,"[34,7540,426,1,1]"
29,31341,2542,1,1,"[29,31341,2542,1,1]"
28,7169,336,1,1,"[28,7169,336,1,1]"
39,15779,3499,0,0,"[39,15779,3499,0,0]"
25,25675,2713,0,1,"[25,25675,2713,0,1]"
24,23121,1153,0,1,"[24,23121,1153,0,1]"
34,32756,2902,1,1,"[34,32756,2902,1,1]"
32,30149,3874,1,0,"[32,30149,3874,1,0]"
50,32434,3792,1,0,"[50,32434,3792,1,0]"
31,4174,3256,0,1,"[31,4174,3256,0,1]"
57,17412,180,0,1,"[57,17412,180,0,1]"
45,7294,252,1,1,"[45,7294,252,1,1]"
13,11901,1670,1,1,"[13,11901,1670,1,1]"
18,954,3441,1,0,"[18,954,3441,1,0]"
64,30404,1534,0,0,"[64,30404,1534,0,0]"
10,5630,4037,0,1,"[10,5630,4037,0,1]"
32,27989,1363,0,1,"[32,27989,1363,0,1]"
36,15544,2375,1,0,"[36,15544,2375,1,0]"
19,1179,1740,0,0,"[19,1179,1740,0,0]"
12,18319,3572,0,1,"[12,18319,3572,0,1]"
11,21781,2140,1,0,"[11,21781,2140,1,0]"
20,17700,2206,1,1,"[20,17700,2206,1,1]"
62,5959,3962,1,0,"[62,5959,3962,1,0]"
49,7887,1078,1,0,"[49,7887,1078,1,0]"
45,26211,2591,0,0,"[45,26211,2591,0,0]"
45,16497,2260,0,1,"[45,16497,2260,0,1]"
53,47,2428,1,1,"[53,47,2428,1,1]"
16,14527,1993,1,0,"[16,14527,1993,1,0]"
27,2127,3183,1,1,"[27,2127,3183,1,1]"
12,1704,699,0,1,"[12,1704,699,0,1]"
47,28273,3291,1,1,"[47,28273,3291,1,1]"
7,606,3402,0,1,"[7,606,3402,0,1]"
20,565,1680,1,1,"[20,565,1680,1,1]"
29,24651,1713,1,1,"[29,24651,1713,1,1]"
57,30751,1018,0,0,"[57,30751,1018,0,0]"
46,23362,2527,0,0,"[46,23362,2527,0,0]"
34,22755,1724,1,0,"[34,22755,1724,1,0]"
61,1574,1403,0,0,"[61,1574,1403,0,0]"
30,16327,3291,0,0,"[30,16327,3291,0,0]"
50,12766,1356,1,1,"[50,12766,1356,1,1]"
44,11320,1785,1,0,"[44,11320,1785,1,0]"
20,16202,3658,1,0,"[20,16202,3658,1,0]"
39,25977,2539,1,0,"[39,25977,2539,1,0]"
8,2903,1423,1,1,"[8,2903,1423,1,1]"
48,18340,2438,0,1,"[48,18340,2438,0,1]"
21,14742,3446,1,1,"[21,14742,3446,1,1]"
12,29514,1796,0,0,"[12,29514,1796,0,0]"
46,1219,3109,0,1,"[46,1219,3109,0,1]"
31,11945,1794,0,0,"[31,11945,1794,0,0]"
24,23031,790,0,0,"[24,23031,790,0,0]"
33,32620,2085,0,1,"[33,32620,2085,0,1]"
11,18642,3754,1,1,"[11,18642,3754,1,1]"
34,23666,761,0,0,"[34,23666,761,0,0]"
21,10980,2486,1,0,"[21,10980,2486,1,0]"
2,9192,2112,0,1,"[2,9192,2112,0,1]"
38,6539,3894,1,0,"[38,6539,3894,1,0]"
4,23063,640,0,0,"[4,23063,640,0,0]"
3,8881,48,0,1,"[3,8881,48,0,1]"
58,8154,1389,1,1,"[58,8154,1389,1,1]"
24,9245,1010,0,0,"[24,9245,1010,0,0]"
43,9990,2938,1,1,"[43,9990,2938,1,1]"
63,29138,2578,0,0,"[63,29138,2578,0,0]"
34,28690,2185,1,1,"[34,28690,2185,1,1]"
39,11259,3636,1,0,"[39,11259,3636,1,0]"
20,19204,1728,0,1,"[20,19204,1728,0,1]"
35,1338,523,0,1,"[35,1338,523,0,1]"
56,289,264,0,1,"[56,289,264,0,1]"
60,10316,2450,0,1,"[60,10316,2450,0,1]"
37,8721,1750,0,1,"[37,8721,1750,0,1]"
19,25431,3639,1,0,"[19,25431,3639,1,0]"
45,8854,1988,1,0,"[45,8854,1988,1,0]"
17,5745,3139,1,1,"[17,5745,3139,1,1]"
23,5224,766,1,1,"[23,5224,766,1,1]"
52,24556,385,1,1,"[52,24556,385,1,1]"
37,5157,1810,1,0,"[37,5157,1810,1,0]"
28,29365,3692,1,0,"[28,29365,3692,1,0]"
44,32162,3713,0,1,"[44,32162,3713,0,1]"
1,8975,1021,1,0,"[1,8975,1021,1,0]"
12,1354,2187,0,0,"[12,1354,2187,0,0]"
5,8773,3317,1,1,"[5,8773,3317,1,1]"
9,28917,3844,1,0,"[9,28917,3844,1,0]"
55,25334,1450,1,0,"[55,25334,1450,1,0]"
10,23601,2682,1,0,"[10,23601,2682,1,0]"
3,4351,984,0,0,"[3,4351,984,0,0]"
15,7749,1131,0,0,"[15,7749,1131,0,0]"
47,31305,732,0,0,"[47,31305,732,0,0]"
54,7119,3284,0,0,"[54,7119,3284,0,0]"
21,17024,280,0,1,"[21,17024,280,0,1]"
31,31978,2548,1,1,"[31,31978,2548,1,1]"
19,636,316,0,0,"[19,636,316,0,0]"
12,4598,434,1,0,"[12,4598,434,1,0]"
17,18370,1425,0,0,"[17,18370,1425,0,0]"
41,23189,2662,1,1,"[41,23189,2662,1,1]"
40,31311,1485,0,1,"[40,31311,1485,0,1]"
23,18555,2240,1,0,"[23,18555,2240,1,0]"
15,32233,2291,0,0,"[15,32233,2291,0,0]"
41,28393,2887,0,1,"[41,28393,2887,0,1]"
2,16978,1103,1,1,"[2,16978,1103,1,1]"
32,30457,3643,0,0,"[32,30457,3643,0,0]"
8,825,2085,1,1,"[8,825,2085,1,1]"
14,31099,3386,0,1,"[14,31099,3386,0,1]"
43,24541,2566,1,0,"[43,24541,2566,1,0]"
58,32473,4031,1,0,"[58,32473,4031,1,0]"
17,24745,3207,1,0,"[17,24745,3207,1,0]"
62,17450,27,1,1,"[62,17450,27,1,1]"
42,26545,3788,0,0,"[42,26545,3788,0,0]"
49,29540,715,0,0,"[49,29540,715,0,0]"
19,17473,1243,0,1,"[19,17473,1243,0,1]"
59,21016,2372,1,1,"[59,21016,2372,1,1]"
53,19338,1657,1,0,"[53,19338,1657,1,0]"
55,7517,312,1,1,"[55,7517,312,1,1]"
7,10069,716,0,1,"[7,10069,716,0,1]"
57,23887,940,1,1,"[57,23887,940,1,1]"
57,24261,1649,0,0,"[57,24261,1649,0,0]"
62,20314,1189,1,0,"[62,20314,1189,1,0]"
63,26540,3000,0,1,"[63,26540,3000,0,1]"
20,2604,1456,0,0,"[20,2604,1456,0,0]"
36,31080,3916,1,1,"[36,31080,3916,1,1]"
4,31657,2905,1,1,"[4,31657,2905,1,1]"
27,6948,2059,0,0,"[27,6948,2059,0,0]"
60,17013,1288,0,0,"[60,17013,1288,0,0]"
4,24195,2800,0,1,"[4,24195,2800,0,1]"
40,20411,432,0,1,"[40,20411,432,0,1]"
64,9874,119,1,0,"[64,9874,119,1,0]"
16,21820,906,0,1,"[16,21820,906,0,1]"
44,5842,632,0,1,"[44,5842,632,0,1]"
45,22069,295,1,0,"[45,22069,295,1,0]"
23,20996,2950,1,0,"[23,20996,2950,1,0]"
10,18252,2853,0,1,"[10,18252,2853,0,1]"
6,19272,2101,1,1,"[6,19272,2101,1,1]"
26,29069,3225,1,0,"[26,29069,3225,1,0]"
10,29767,1988,1,0,"[10,29767,1988,1,0]"
53,24898,1957,1,0,"[53,24898,1957,1,0]"
25,32225,2851,0,1,"[25,32225,2851,0,1]"
46,13518,1903,0,1,"[46,13518,1903,0,1]"
40,270,892,1,0,"[40,270,892,1,0]"
17,16492,61,1,1,"[17,16492,61,1,1]"
2,18766,2865,1,0,"[2,18766,2865,1,0]"
22,31939,2767,1,1,"[22,31939,2767,1,1]"
44,19639,3994,1,0,"[44,19639,3994,1,0]"
6,18251,1407,1,1,"[6,18251,1407,1,1]"
33,11539,2968,0,1,"[33,11539,2968,0,1]"
13,16437,625,0,0,"[13,16437,625,0,0]"
15,4840,225,0,1,"[15,4840,225,0,1]"
49,19949,1339,1,1,"[49,19949,1339,1,1]"
54,14776,2004,0,0,"[54,14776,2004,0,0]"
62,24917,2795,0,1,"[62,24917,2795,0,1]"
54,31471,2318,0,0,"[54,31471,2318,0,0]"
9,23115,3972,0,0,"[9,23115,3972,0,0]"
16,29251,1489,0,0,"[16,29251,1489,0,0]"
55,29038,2449,0,0,"[55,29038,2449,0,0]"
37,14994,2406,0,0,"[37,14994,2406,0,0]"
52,26562,57,1,0,"[52,26562,57,1,0]"
29,3666,100,1,0,"[29,3666,100,1,0]"
55,24322,220,1,0,"[55,24322,220,1,0]"
24,3886,1637,0,0,"[24,3886,1637,0,0]"
10,32568,3490,0,0,"[10,32568,3490,0,0]"
52,25410,307,0,0,"[52,25410,307,0,0]"
46,24079,2010,1,0,"[46,24079,2010,1,0]"
46,6055,2484,1,0,"[46,6055,2484,1,0]"
33,31464,3677,0,0,"[33,31464,3677,0,0]"
7,2703,2627,1,0,"[7,2703,2627,1,0]"
19,2759,1236,0,0,"[19,2759,1236,0,0]"
11,15305,2642,1,1,"[11,15305,2642,1,1]"
22,21000,2371,1,0,"[22,21000,2371,1,0]"
31,14308,2668,0,0,"[31,14308,2668,0,0]"
34,21116,259,0,0,"[34,21116,259,0,0]"
32,12205,1029,1,0,"[32,12205,1029,1,0]"
16,13089,731,0,1,"[16,13089,731,0,1]"
23,7370,1884,1,0,"[23,7370,1884,1,0]"
18,32766,2956,0,1,"[18,32766,2956,0,1]"
34,8510,1037,1,0,"[34,8510,1037,1,0]"
7,27627,3983,1,1,"[7,27627,3983,1,1]"
8,200,1157,0,0,"[8,200,1157,0,0]"
35,6272,2280,0,1,"[35,6272,2280,0,1]"
1,25287,2816,1,0,"[1,25287,2816,1,0]"
42,10161,2591,1,1,"[42,10161,2591,1,1]"
44,29565,3303,1,0,"[44,29565,3303,1,0]"
56,4729,1926,0,0,"[56,4729,1926,0,0]"
62,21628,3559,1,1,"[62,21628,3559,1,1]"
29,4337,897,0,0,"[29,4337,897,0,0]"
35,15274,1441,1,1,"[35,15274,1441,1,1]"
30,7893,2323,0,1,"[30,7893,2323,0,1]"
11,11295,1084,0,1,"[11,11295,1084,0,1]"
42,22153,2159,1,1,"[42,22153,2159,1,1]"
51,8330,2887,1,0,"[51,8330,2887,1,0]"
11,29088,195,0,0,"[11,29088,195,0,0]"
62,9168,774,1,0,"[62,9168,774,1,0]"
36,7385,3543,1,0,"[36,7385,3543,1,0]"
41,5994,2122,0,0,"[41,5994,2122,0,0]"
52,20600,78,0,1,"[52,20600,78,0,1]"
40,2417,1809,1,0,"[40,2417,1809,1,0]"
56,8196,2328,1,1,"[56,8196,2328,1,1]"
45,10995,602,1,0,"[45,10995,602,1,0]"
21,12157,3403,1,0,"[21,12157,3403,1,0]"
44,4906,3388,0,1,"[44,4906,3388,0,1]"
58,30153,96,1,0,"[58,30153,96,1,0]"
35,28237,1654,0,0,"[35,28237,1654,0,0]"
27,3195,2965,1,1,"[27,3195,2965,1,1]"
41,21575,3203,1,0,"[41,21575,3203,1,0]"
15,13893,1089,0,0,"[15,13893,1089,0,0]"
14,4784,474,1,1,"[14,4784,474,1,1]"
16,4404,2194,0,1,"[16,4404,2194,0,1]"
23,15715,2783,0,0,"[23,15715,2783,0,0]"
17,7800,1703,0,0,"[17,7800,1703,0,0]"
12,25593,2760,0,1,"[12,25593,2760,0,1]"
62,8269,2193,0,0,"[62,8269,2193,0,0]"
21,19559,1309,0,1,"[21,19559,1309,0,1]"
7,13038,1547,0,0,"[7,13038,1547,0,0]"
55,30875,83,0,0,"[55,30875,83,0,0]"
31,12765,1613,1,1,"[31,12765,1613,1,1]"
37,2152,2742,0,0,"[37,2152,2742,0,0]"
58,14707,1213,1,0,"[58,14707,1213,1,0]"
48,14684,104,1,0,"[48,14684,104,1,0]"
40,31688,3839,0,0,"[40,31688,3839,0,0]"
49,31364,949,1,0,"[49,31364,949,1,0]"
48,27150,3130,1,0,"[48,27150,3130,1,0]"
16,28874,786,0,1,"[16,28874,786,0,1]"
49,23110,1576,0,0,"[49,23110,1576,0,0]"
5,20636,3241,0,1,"[5,20636,3241,0,1]"
45,27880,2191,1,0,"[45,27880,2191,1,0]"
6,16837,1479,0,1,"[6,16837,1479,0,1]"
44,19753,1278,0,1,"[44,19753,1278,0,1]"
55,2481,428,1,0,"[55,2481,428,1,0]"
32,25074,2717,0,0,"[32,25074,2717,0,0]"
20,19297,1128,1,1,"[20,19297,1128,1,1]"
33,23251,1194,0,0,"[33,23251,1194,0,0]"
62,16742,427,1,0,"[62,16742,427,1,0]"
19,20564,559,0,0,"[19,20564,559,0,0]"
64,14129,4051,1,1,"[64,14129,4051,1,1]"
26,7097,3200,0,1,"[26,7097,3200,0,1]"
29,11412,944,0,0,"[29,11412,944,0,0]"
37,22262,3013,1,0,"[37,22262,3013,1,0]"
8,13330,2693,0,0,"[8,13330,2693,0,0]"
8,14058,39,0,0,"[8,14058,39,0,0]"
21,24782,891,1,1,"[21,24782,891,1,1]"
3,31963,2105,0,0,"[3,31963,2105,0,0]"
20,7329,2022,0,1,"[20,7329,2022,0,1]"
3,29874,1213,0,1,"[3,29874,1213,0,1]"
13,23022,2637,1,0,"[13,23022,2637,1,0]"
12,22453,3756,0,1,"[12,22453,3756,0,1]"
64,25605,1127,1,0,"[64,25605,1127,1,0]"
27,457,1659,1,1,"[27,457,1659,1,1]"
64,10002,3211,0,1,"[64,10002,3211,0,1]"
40,26392,3829,1,0,"[40,26392,3829,1,0]"
4,18754,1026,1,1,"[4,18754,1026,1,1]"
39,19607,1785,1,0,"[39,19607,1785,1,0]"
49,12227,3469,0,0,"[49,12227,3469,0,0]"
19,27092,1133,1,0,"[19,27092,1133,1,0]"
55,32530,2705,0,1,"[55,32530,2705,0,1]"
20,24939,3385,0,1,"[20,24939,3385,0,1]"
3,2528,1897,1,0,"[3,2528,1897,1,0]"
33,9451,331,0,1,"[33,9451,331,0,1]"
64,13929,393,1,1,"[64,13929,393,1,1]"
42,1749,1719,0,1,"[42,1749,1719,0,1]"
19,8354,1845,1,1,"[19,8354,1845,1,1]"
11,7811,591,1,0,"[11,7811,591,1,0]"
36,5734,1880,1,1,"[36,5734,1880,1,1]"
44,11067,1270,0,0,"[44,11067,1270,0,0]"
47,24202,4019,0,0,"[47,24202,4019,0,0]"
32,24641,3968,1,1,"[32,24641,3968,1,1]"
54,21908,2658,1,0,"[54,21908,2658,1,0]"
1,29900,1445,0,1,"[1,29900,1445,0,1]"
49,10325,329,0,1,"[49,10325,329,0,1]"
24,16782,1979,1,0,"[24,16782,1979,1,0]"
31,9276,3895,0,1,"[31,9276,3895,0,1]"
13,19931,4028,0,0,"[13,19931,4028,0,0]"
44,14278,825,1,1,"[44,14278,825,1,1]"
13,10149,1045,0,0,"[13,10149,1045,0,0]"
60,27882,933,0,1,"[60,27882,933,0,1]"
64,31740,3401,1,1,"[64,31740,3401,1,1]"
51,3708,624,1,1,"[51,3708,624,1,1]"
37,26953,3396,0,0,"[37,26953,3396,0,0]"
38,27194,2536,1,1,"[38,27194,2536,1,1]"
55,16322,463,1,1,"[55,16322,463,1,1]"
